"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","PPP","TOT","NATUSD","A","2001",1.837606,
"POL","PPP","TOT","NATUSD","A","2002",1.799795,
"POL","PPP","TOT","NATUSD","A","2003",1.804465,
"POL","PPP","TOT","NATUSD","A","2004",1.830045,
"POL","PPP","TOT","NATUSD","A","2005",1.867595,
"POL","PPP","TOT","NATUSD","A","2006",1.850453,
"POL","PPP","TOT","NATUSD","A","2007",1.853936,
"POL","PPP","TOT","NATUSD","A","2008",1.842243,
"POL","PPP","TOT","NATUSD","A","2009",1.869157,
"POL","PPP","TOT","NATUSD","A","2010",1.804815,
"POL","PPP","TOT","NATUSD","A","2011",1.801424,
"POL","PPP","TOT","NATUSD","A","2012",1.796168,
"POL","PPP","TOT","NATUSD","A","2013",1.762045,
"POL","PPP","TOT","NATUSD","A","2014",1.767142,
"POL","PPP","TOT","NATUSD","A","2015",1.765116,
"POL","PPP","TOT","NATUSD","A","2016",1.732843,
"POL","PPP","TOT","NATUSD","A","2017",1.742879,
"POL","PPP","TOT","NATUSD","A","2018",1.748426,
"POL","PPP","TOT","NATUSD","A","2019",1.787166,
"POL","PPP","TOT","NATUSD","A","2020",1.7905,
"POL","PPP","TOT","NATUSD","A","2021",1.837204,
"PRT","PPP","TOT","NATUSD","A","2000",0.661116,
"PRT","PPP","TOT","NATUSD","A","2001",0.671054,
"PRT","PPP","TOT","NATUSD","A","2002",0.672081,
"PRT","PPP","TOT","NATUSD","A","2003",0.669797,
"PRT","PPP","TOT","NATUSD","A","2004",0.676147,
"PRT","PPP","TOT","NATUSD","A","2005",0.664259,
"PRT","PPP","TOT","NATUSD","A","2006",0.640156,
"PRT","PPP","TOT","NATUSD","A","2007",0.646816,
"PRT","PPP","TOT","NATUSD","A","2008",0.636148,
"PRT","PPP","TOT","NATUSD","A","2009",0.627329,
"PRT","PPP","TOT","NATUSD","A","2010",0.623122,
"PRT","PPP","TOT","NATUSD","A","2011",0.623083,
"PRT","PPP","TOT","NATUSD","A","2012",0.605398,
"PRT","PPP","TOT","NATUSD","A","2013",0.583607,
"PRT","PPP","TOT","NATUSD","A","2014",0.578868,
"PRT","PPP","TOT","NATUSD","A","2015",0.584947,
"PRT","PPP","TOT","NATUSD","A","2016",0.571416,
"PRT","PPP","TOT","NATUSD","A","2017",0.575688,
"PRT","PPP","TOT","NATUSD","A","2018",0.571227,
"PRT","PPP","TOT","NATUSD","A","2019",0.576159,
"PRT","PPP","TOT","NATUSD","A","2020",0.568553,
"PRT","PPP","TOT","NATUSD","A","2021",0.571596,
"SVK","PPP","TOT","NATUSD","A","2000",0.516451,
"SVK","PPP","TOT","NATUSD","A","2001",0.515824,
"SVK","PPP","TOT","NATUSD","A","2002",0.521518,
"SVK","PPP","TOT","NATUSD","A","2003",0.544347,
"SVK","PPP","TOT","NATUSD","A","2004",0.564488,
"SVK","PPP","TOT","NATUSD","A","2005",0.564715,
"SVK","PPP","TOT","NATUSD","A","2006",0.554596,
"SVK","PPP","TOT","NATUSD","A","2007",0.553762,
"SVK","PPP","TOT","NATUSD","A","2008",0.53743,
"SVK","PPP","TOT","NATUSD","A","2009",0.515563,
"SVK","PPP","TOT","NATUSD","A","2010",0.502086,
"SVK","PPP","TOT","NATUSD","A","2011",0.506407,
"SVK","PPP","TOT","NATUSD","A","2012",0.504542,
"SVK","PPP","TOT","NATUSD","A","2013",0.491124,
"SVK","PPP","TOT","NATUSD","A","2014",0.485412,
"SVK","PPP","TOT","NATUSD","A","2015",0.491548,
"SVK","PPP","TOT","NATUSD","A","2016",0.503194,
"SVK","PPP","TOT","NATUSD","A","2017",0.516433,
"SVK","PPP","TOT","NATUSD","A","2018",0.526001,
"SVK","PPP","TOT","NATUSD","A","2019",0.53942,
"SVK","PPP","TOT","NATUSD","A","2020",0.537942,
"SVK","PPP","TOT","NATUSD","A","2021",0.540124,
"ESP","PPP","TOT","NATUSD","A","2000",0.739871,
"ESP","PPP","TOT","NATUSD","A","2001",0.747739,
"ESP","PPP","TOT","NATUSD","A","2002",0.742312,
"ESP","PPP","TOT","NATUSD","A","2003",0.759264,
"ESP","PPP","TOT","NATUSD","A","2004",0.765895,
"ESP","PPP","TOT","NATUSD","A","2005",0.769508,
"ESP","PPP","TOT","NATUSD","A","2006",0.735997,
"ESP","PPP","TOT","NATUSD","A","2007",0.73241,
"ESP","PPP","TOT","NATUSD","A","2008",0.725862,
"ESP","PPP","TOT","NATUSD","A","2009",0.718681,
"ESP","PPP","TOT","NATUSD","A","2010",0.726924,
"ESP","PPP","TOT","NATUSD","A","2011",0.714129,
"ESP","PPP","TOT","NATUSD","A","2012",0.694976,
"ESP","PPP","TOT","NATUSD","A","2013",0.6748,
"ESP","PPP","TOT","NATUSD","A","2014",0.662359,
"ESP","PPP","TOT","NATUSD","A","2015",0.66474,
"ESP","PPP","TOT","NATUSD","A","2016",0.642644,
"ESP","PPP","TOT","NATUSD","A","2017",0.630839,
"ESP","PPP","TOT","NATUSD","A","2018",0.631798,
"ESP","PPP","TOT","NATUSD","A","2019",0.633175,
"ESP","PPP","TOT","NATUSD","A","2020",0.627393,
"ESP","PPP","TOT","NATUSD","A","2021",0.624463,
"SWE","PPP","TOT","NATUSD","A","2000",9.164252,
"SWE","PPP","TOT","NATUSD","A","2001",9.404224,
"SWE","PPP","TOT","NATUSD","A","2002",9.413655,
"SWE","PPP","TOT","NATUSD","A","2003",9.485983,
"SWE","PPP","TOT","NATUSD","A","2004",9.294303,
"SWE","PPP","TOT","NATUSD","A","2005",9.479182,
"SWE","PPP","TOT","NATUSD","A","2006",9.111461,
"SWE","PPP","TOT","NATUSD","A","2007",8.872908,
"SWE","PPP","TOT","NATUSD","A","2008",8.778986,
"SWE","PPP","TOT","NATUSD","A","2009",8.920741,
"SWE","PPP","TOT","NATUSD","A","2010",9.024622,
"SWE","PPP","TOT","NATUSD","A","2011",8.844042,
"SWE","PPP","TOT","NATUSD","A","2012",8.654768,
"SWE","PPP","TOT","NATUSD","A","2013",8.597681,
"SWE","PPP","TOT","NATUSD","A","2014",8.727131,
"SWE","PPP","TOT","NATUSD","A","2015",8.854383,
"SWE","PPP","TOT","NATUSD","A","2016",8.822586,
"SWE","PPP","TOT","NATUSD","A","2017",8.852247,
"SWE","PPP","TOT","NATUSD","A","2018",8.865881,
"SWE","PPP","TOT","NATUSD","A","2019",8.99766,
"SWE","PPP","TOT","NATUSD","A","2020",8.747881,
"SWE","PPP","TOT","NATUSD","A","2021",8.708853,
"CHE","PPP","TOT","NATUSD","A","2000",1.788887,
"CHE","PPP","TOT","NATUSD","A","2001",1.769144,
"CHE","PPP","TOT","NATUSD","A","2002",1.70976,
"CHE","PPP","TOT","NATUSD","A","2003",1.715249,
"CHE","PPP","TOT","NATUSD","A","2004",1.691806,
"CHE","PPP","TOT","NATUSD","A","2005",1.686548,
"CHE","PPP","TOT","NATUSD","A","2006",1.598848,
"CHE","PPP","TOT","NATUSD","A","2007",1.532132,
"CHE","PPP","TOT","NATUSD","A","2008",1.493049,
"CHE","PPP","TOT","NATUSD","A","2009",1.470062,
"CHE","PPP","TOT","NATUSD","A","2010",1.466062,
"CHE","PPP","TOT","NATUSD","A","2011",1.397498,
"CHE","PPP","TOT","NATUSD","A","2012",1.354072,
"CHE","PPP","TOT","NATUSD","A","2013",1.312477,
"CHE","PPP","TOT","NATUSD","A","2014",1.281761,
"CHE","PPP","TOT","NATUSD","A","2015",1.235788,
"CHE","PPP","TOT","NATUSD","A","2016",1.201964,
"CHE","PPP","TOT","NATUSD","A","2017",1.187726,
"CHE","PPP","TOT","NATUSD","A","2018",1.178866,
"CHE","PPP","TOT","NATUSD","A","2019",1.177269,
"CHE","PPP","TOT","NATUSD","A","2020",1.139775,
"CHE","PPP","TOT","NATUSD","A","2021",1.104516,
"TUR","PPP","TOT","NATUSD","A","2000",0.28163,
"TUR","PPP","TOT","NATUSD","A","2001",0.415071,
"TUR","PPP","TOT","NATUSD","A","2002",0.591251,
"TUR","PPP","TOT","NATUSD","A","2003",0.736546,
"TUR","PPP","TOT","NATUSD","A","2004",0.792173,
"TUR","PPP","TOT","NATUSD","A","2005",0.834589,
"TUR","PPP","TOT","NATUSD","A","2006",0.841805,
"TUR","PPP","TOT","NATUSD","A","2007",0.851309,
"TUR","PPP","TOT","NATUSD","A","2008",0.87996,
"TUR","PPP","TOT","NATUSD","A","2009",0.904628,
"TUR","PPP","TOT","NATUSD","A","2010",0.920309,
"TUR","PPP","TOT","NATUSD","A","2011",0.966176,
"TUR","PPP","TOT","NATUSD","A","2012",1.019856,
"TUR","PPP","TOT","NATUSD","A","2013",1.070294,
"TUR","PPP","TOT","NATUSD","A","2014",1.104504,
"TUR","PPP","TOT","NATUSD","A","2015",1.162452,
"TUR","PPP","TOT","NATUSD","A","2016",1.241052,
"TUR","PPP","TOT","NATUSD","A","2017",1.38398,
"TUR","PPP","TOT","NATUSD","A","2018",1.63261,
"TUR","PPP","TOT","NATUSD","A","2019",1.926257,
"TUR","PPP","TOT","NATUSD","A","2020",2.197153,
"TUR","PPP","TOT","NATUSD","A","2021",2.781851,
"GBR","PPP","TOT","NATUSD","A","2000",0.704612,
"GBR","PPP","TOT","NATUSD","A","2001",0.694682,
"GBR","PPP","TOT","NATUSD","A","2002",0.689877,
"GBR","PPP","TOT","NATUSD","A","2003",0.695878,
"GBR","PPP","TOT","NATUSD","A","2004",0.687839,
"GBR","PPP","TOT","NATUSD","A","2005",0.707619,
"GBR","PPP","TOT","NATUSD","A","2006",0.696487,
"GBR","PPP","TOT","NATUSD","A","2007",0.709239,
"GBR","PPP","TOT","NATUSD","A","2008",0.701691,
"GBR","PPP","TOT","NATUSD","A","2009",0.710074,
"GBR","PPP","TOT","NATUSD","A","2010",0.702243,
"GBR","PPP","TOT","NATUSD","A","2011",0.706052,
"GBR","PPP","TOT","NATUSD","A","2012",0.701634,
"GBR","PPP","TOT","NATUSD","A","2013",0.695248,
"GBR","PPP","TOT","NATUSD","A","2014",0.698444,
"GBR","PPP","TOT","NATUSD","A","2015",0.692551,
"GBR","PPP","TOT","NATUSD","A","2016",0.688603,
"GBR","PPP","TOT","NATUSD","A","2017",0.684601,
"GBR","PPP","TOT","NATUSD","A","2018",0.687714,
"GBR","PPP","TOT","NATUSD","A","2019",0.688058,
"GBR","PPP","TOT","NATUSD","A","2020",0.688988,
"GBR","PPP","TOT","NATUSD","A","2021",0.692802,
"USA","PPP","TOT","NATUSD","A","2000",1,
"USA","PPP","TOT","NATUSD","A","2001",1,
"USA","PPP","TOT","NATUSD","A","2002",1,
"USA","PPP","TOT","NATUSD","A","2003",1,
"USA","PPP","TOT","NATUSD","A","2004",1,
"USA","PPP","TOT","NATUSD","A","2005",1,
"USA","PPP","TOT","NATUSD","A","2006",1,
"USA","PPP","TOT","NATUSD","A","2007",1,
"USA","PPP","TOT","NATUSD","A","2008",1,
"USA","PPP","TOT","NATUSD","A","2009",1,
"USA","PPP","TOT","NATUSD","A","2010",1,
"USA","PPP","TOT","NATUSD","A","2011",1,
"USA","PPP","TOT","NATUSD","A","2012",1,
"USA","PPP","TOT","NATUSD","A","2013",1,
"USA","PPP","TOT","NATUSD","A","2014",1,
"USA","PPP","TOT","NATUSD","A","2015",1,
"USA","PPP","TOT","NATUSD","A","2016",1,
"USA","PPP","TOT","NATUSD","A","2017",1,
"USA","PPP","TOT","NATUSD","A","2018",1,
"USA","PPP","TOT","NATUSD","A","2019",1,
"USA","PPP","TOT","NATUSD","A","2020",1,
"USA","PPP","TOT","NATUSD","A","2021",1,
"BRA","PPP","TOT","NATUSD","A","2000",0.757128,
"BRA","PPP","TOT","NATUSD","A","2001",0.801815,
"BRA","PPP","TOT","NATUSD","A","2002",0.866669,
"BRA","PPP","TOT","NATUSD","A","2003",0.970763,
"BRA","PPP","TOT","NATUSD","A","2004",1.018595,
"BRA","PPP","TOT","NATUSD","A","2005",1.061232,
"BRA","PPP","TOT","NATUSD","A","2006",1.09984,
"BRA","PPP","TOT","NATUSD","A","2007",1.140034,
"BRA","PPP","TOT","NATUSD","A","2008",1.216451,
"BRA","PPP","TOT","NATUSD","A","2009",1.29554,
"BRA","PPP","TOT","NATUSD","A","2010",1.388488,
"BRA","PPP","TOT","NATUSD","A","2011",1.473216,
"BRA","PPP","TOT","NATUSD","A","2012",1.605704,
"BRA","PPP","TOT","NATUSD","A","2013",1.701276,
"BRA","PPP","TOT","NATUSD","A","2014",1.813201,
"BRA","PPP","TOT","NATUSD","A","2015",1.988814,
"BRA","PPP","TOT","NATUSD","A","2016",2.133082,
"BRA","PPP","TOT","NATUSD","A","2017",2.181557,
"BRA","PPP","TOT","NATUSD","A","2018",2.226137,
"BRA","PPP","TOT","NATUSD","A","2019",2.280713,
"BRA","PPP","TOT","NATUSD","A","2020",2.362725,
"BRA","PPP","TOT","NATUSD","A","2021",2.53,
"CHL","PPP","TOT","NATUSD","A","2000",287.045251,
"CHL","PPP","TOT","NATUSD","A","2001",291.559246,
"CHL","PPP","TOT","NATUSD","A","2002",296.823184,
"CHL","PPP","TOT","NATUSD","A","2003",304.406164,
"CHL","PPP","TOT","NATUSD","A","2004",319.718102,
"CHL","PPP","TOT","NATUSD","A","2005",333.69,
"CHL","PPP","TOT","NATUSD","A","2006",318.574722,
"CHL","PPP","TOT","NATUSD","A","2007",323.878962,
"CHL","PPP","TOT","NATUSD","A","2008",340.400833,
"CHL","PPP","TOT","NATUSD","A","2009",354.325885,
"CHL","PPP","TOT","NATUSD","A","2010",359.83702,
"CHL","PPP","TOT","NATUSD","A","2011",348.016847,
"CHL","PPP","TOT","NATUSD","A","2012",347.228507,
"CHL","PPP","TOT","NATUSD","A","2013",349.680536,
"CHL","PPP","TOT","NATUSD","A","2014",367.213907,
"CHL","PPP","TOT","NATUSD","A","2015",391.178861,
"CHL","PPP","TOT","NATUSD","A","2016",397.250703,
"CHL","PPP","TOT","NATUSD","A","2017",397.689401,
"CHL","PPP","TOT","NATUSD","A","2018",396.229413,
"CHL","PPP","TOT","NATUSD","A","2019",408.021643,
"CHL","PPP","TOT","NATUSD","A","2020",417.724619,
"CHL","PPP","TOT","NATUSD","A","2021",430.349555,
"CHN","PPP","TOT","NATUSD","A","2000",2.719364,
"CHN","PPP","TOT","NATUSD","A","2001",2.715469,
"CHN","PPP","TOT","NATUSD","A","2002",2.689281,
"CHN","PPP","TOT","NATUSD","A","2003",2.70898,
"CHN","PPP","TOT","NATUSD","A","2004",2.821351,
"CHN","PPP","TOT","NATUSD","A","2005",2.842933,
"CHN","PPP","TOT","NATUSD","A","2006",2.867778,
"CHN","PPP","TOT","NATUSD","A","2007",3.009186,
"CHN","PPP","TOT","NATUSD","A","2008",3.181871,
"CHN","PPP","TOT","NATUSD","A","2009",3.151181,
"CHN","PPP","TOT","NATUSD","A","2010",3.329232,
"CHN","PPP","TOT","NATUSD","A","2011",3.524468,
"CHN","PPP","TOT","NATUSD","A","2012",3.560968,
"CHN","PPP","TOT","NATUSD","A","2013",3.663645,
"CHN","PPP","TOT","NATUSD","A","2014",3.75885,
"CHN","PPP","TOT","NATUSD","A","2015",3.870697,
"CHN","PPP","TOT","NATUSD","A","2016",3.988837,
"CHN","PPP","TOT","NATUSD","A","2017",4.183811,
"CHN","PPP","TOT","NATUSD","A","2018",4.228704,
"CHN","PPP","TOT","NATUSD","A","2019",4.208027,
"CHN","PPP","TOT","NATUSD","A","2020",4.185469,
"CHN","PPP","TOT","NATUSD","A","2021",4.18,
"COL","PPP","TOT","NATUSD","A","2000",742.410525,
"COL","PPP","TOT","NATUSD","A","2001",779.346527,
"COL","PPP","TOT","NATUSD","A","2002",819.000018,
"COL","PPP","TOT","NATUSD","A","2003",879.164212,
"COL","PPP","TOT","NATUSD","A","2004",923.162335,
"COL","PPP","TOT","NATUSD","A","2005",961.4875,
"COL","PPP","TOT","NATUSD","A","2006",987.445252,
"COL","PPP","TOT","NATUSD","A","2007",1011.636827,
"COL","PPP","TOT","NATUSD","A","2008",1068.519965,
"COL","PPP","TOT","NATUSD","A","2009",1103.534382,
"COL","PPP","TOT","NATUSD","A","2010",1132.327837,
"COL","PPP","TOT","NATUSD","A","2011",1179.998238,
"COL","PPP","TOT","NATUSD","A","2012",1215.696024,
"COL","PPP","TOT","NATUSD","A","2013",1218.821028,
"COL","PPP","TOT","NATUSD","A","2014",1232.8894,
"COL","PPP","TOT","NATUSD","A","2015",1289.323671,
"COL","PPP","TOT","NATUSD","A","2016",1298.142605,
"COL","PPP","TOT","NATUSD","A","2017",1328.016627,
"COL","PPP","TOT","NATUSD","A","2018",1322.160543,
"COL","PPP","TOT","NATUSD","A","2019",1343.601781,
"COL","PPP","TOT","NATUSD","A","2020",1320.0954,
"COL","PPP","TOT","NATUSD","A","2021",1358.650605,
"EST","PPP","TOT","NATUSD","A","2000",0.46892,
"EST","PPP","TOT","NATUSD","A","2001",0.488013,
"EST","PPP","TOT","NATUSD","A","2002",0.486245,
"EST","PPP","TOT","NATUSD","A","2003",0.485772,
"EST","PPP","TOT","NATUSD","A","2004",0.493649,
"EST","PPP","TOT","NATUSD","A","2005",0.503328,
"EST","PPP","TOT","NATUSD","A","2006",0.520791,
"EST","PPP","TOT","NATUSD","A","2007",0.551182,
"EST","PPP","TOT","NATUSD","A","2008",0.545055,
"EST","PPP","TOT","NATUSD","A","2009",0.51712,
"EST","PPP","TOT","NATUSD","A","2010",0.512097,
"EST","PPP","TOT","NATUSD","A","2011",0.5116,
"EST","PPP","TOT","NATUSD","A","2012",0.521063,
"EST","PPP","TOT","NATUSD","A","2013",0.522424,
"EST","PPP","TOT","NATUSD","A","2014",0.52689,
"EST","PPP","TOT","NATUSD","A","2015",0.53758,
"EST","PPP","TOT","NATUSD","A","2016",0.527849,
"EST","PPP","TOT","NATUSD","A","2017",0.534908,
"EST","PPP","TOT","NATUSD","A","2018",0.538757,
"EST","PPP","TOT","NATUSD","A","2019",0.552181,
"EST","PPP","TOT","NATUSD","A","2020",0.53617,
"EST","PPP","TOT","NATUSD","A","2021",0.546689,
"IND","PPP","TOT","NATUSD","A","2000",9.664333,
"IND","PPP","TOT","NATUSD","A","2001",9.761001,
"IND","PPP","TOT","NATUSD","A","2002",9.966049,
"IND","PPP","TOT","NATUSD","A","2003",10.162783,
"IND","PPP","TOT","NATUSD","A","2004",10.46296,
"IND","PPP","TOT","NATUSD","A","2005",10.717338,
"IND","PPP","TOT","NATUSD","A","2006",11.276447,
"IND","PPP","TOT","NATUSD","A","2007",11.744052,
"IND","PPP","TOT","NATUSD","A","2008",12.579117,
"IND","PPP","TOT","NATUSD","A","2009",13.362861,
"IND","PPP","TOT","NATUSD","A","2010",14.599321,
"IND","PPP","TOT","NATUSD","A","2011",15.549549,
"IND","PPP","TOT","NATUSD","A","2012",16.160835,
"IND","PPP","TOT","NATUSD","A","2013",17.342325,
"IND","PPP","TOT","NATUSD","A","2014",18.386549,
"IND","PPP","TOT","NATUSD","A","2015",19.235003,
"IND","PPP","TOT","NATUSD","A","2016",19.898727,
"IND","PPP","TOT","NATUSD","A","2017",20.647793,
"IND","PPP","TOT","NATUSD","A","2018",20.917234,
"IND","PPP","TOT","NATUSD","A","2019",21.283205,
"IND","PPP","TOT","NATUSD","A","2020",22.007773,
"IND","PPP","TOT","NATUSD","A","2021",23.3,
"IDN","PPP","TOT","NATUSD","A","2000",1385.047058,
"IDN","PPP","TOT","NATUSD","A","2001",1549.071713,
"IDN","PPP","TOT","NATUSD","A","2002",1614.862484,
"IDN","PPP","TOT","NATUSD","A","2003",1672.418515,
"IDN","PPP","TOT","NATUSD","A","2004",1767.828756,
"IDN","PPP","TOT","NATUSD","A","2005",1960.133191,
"IDN","PPP","TOT","NATUSD","A","2006",2170.579301,
"IDN","PPP","TOT","NATUSD","A","2007",2351.780298,
"IDN","PPP","TOT","NATUSD","A","2008",2725.605947,
"IDN","PPP","TOT","NATUSD","A","2009",2928.815268,
"IDN","PPP","TOT","NATUSD","A","2010",3336.993892,
"IDN","PPP","TOT","NATUSD","A","2011",3512.753906,
"IDN","PPP","TOT","NATUSD","A","2012",3569.892578,
"IDN","PPP","TOT","NATUSD","A","2013",3765.671875,
"IDN","PPP","TOT","NATUSD","A","2014",4030.774658,
"IDN","PPP","TOT","NATUSD","A","2015",4353.327148,
"IDN","PPP","TOT","NATUSD","A","2016",4518.104004,
"IDN","PPP","TOT","NATUSD","A","2017",4695.658691,
"IDN","PPP","TOT","NATUSD","A","2018",4760.651784,
"IDN","PPP","TOT","NATUSD","A","2019",4751.935742,
"IDN","PPP","TOT","NATUSD","A","2020",4675.671603,
"IDN","PPP","TOT","NATUSD","A","2021",4738.64,
"ISR","PPP","TOT","NATUSD","A","2000",3.441675,
"ISR","PPP","TOT","NATUSD","A","2001",3.425348,
"ISR","PPP","TOT","NATUSD","A","2002",3.462676,
"ISR","PPP","TOT","NATUSD","A","2003",3.627071,
"ISR","PPP","TOT","NATUSD","A","2004",3.535789,
"ISR","PPP","TOT","NATUSD","A","2005",3.716937,
"ISR","PPP","TOT","NATUSD","A","2006",3.788703,
"ISR","PPP","TOT","NATUSD","A","2007",3.725767,
"ISR","PPP","TOT","NATUSD","A","2008",3.867205,
"ISR","PPP","TOT","NATUSD","A","2009",3.977921,
"ISR","PPP","TOT","NATUSD","A","2010",3.990484,
"ISR","PPP","TOT","NATUSD","A","2011",3.944763,
"ISR","PPP","TOT","NATUSD","A","2012",3.955358,
"ISR","PPP","TOT","NATUSD","A","2013",3.839566,
"ISR","PPP","TOT","NATUSD","A","2014",3.940387,
"ISR","PPP","TOT","NATUSD","A","2015",3.923925,
"ISR","PPP","TOT","NATUSD","A","2016",3.788511,
"ISR","PPP","TOT","NATUSD","A","2017",3.751633,
"ISR","PPP","TOT","NATUSD","A","2018",3.784664,
"ISR","PPP","TOT","NATUSD","A","2019",3.916241,
"ISR","PPP","TOT","NATUSD","A","2020",3.851099,
"ISR","PPP","TOT","NATUSD","A","2021",3.799707,
"RUS","PPP","TOT","NATUSD","A","2000",7.301404,
"RUS","PPP","TOT","NATUSD","A","2001",8.322817,
"RUS","PPP","TOT","NATUSD","A","2002",9.273504,
"RUS","PPP","TOT","NATUSD","A","2003",9.866787,
"RUS","PPP","TOT","NATUSD","A","2004",11.556843,
"RUS","PPP","TOT","NATUSD","A","2005",12.736131,
"RUS","PPP","TOT","NATUSD","A","2006",12.618288,
"RUS","PPP","TOT","NATUSD","A","2007",13.984503,
"RUS","PPP","TOT","NATUSD","A","2008",14.341196,
"RUS","PPP","TOT","NATUSD","A","2009",14.016913,
"RUS","PPP","TOT","NATUSD","A","2010",15.821142,
"RUS","PPP","TOT","NATUSD","A","2011",18.443729,
"RUS","PPP","TOT","NATUSD","A","2012",19.56826,
"RUS","PPP","TOT","NATUSD","A","2013",19.505592,
"RUS","PPP","TOT","NATUSD","A","2014",20.998875,
"RUS","PPP","TOT","NATUSD","A","2015",23.562632,
"RUS","PPP","TOT","NATUSD","A","2016",24.192337,
"RUS","PPP","TOT","NATUSD","A","2017",24.124181,
"RUS","PPP","TOT","NATUSD","A","2018",24.542904,
"RUS","PPP","TOT","NATUSD","A","2019",24.838261,
"RUS","PPP","TOT","NATUSD","A","2020",24.492859,
"RUS","PPP","TOT","NATUSD","A","2021",27.331899,
"SVN","PPP","TOT","NATUSD","A","2000",0.526578,
"SVN","PPP","TOT","NATUSD","A","2001",0.560264,
"SVN","PPP","TOT","NATUSD","A","2002",0.583286,
"SVN","PPP","TOT","NATUSD","A","2003",0.607891,
"SVN","PPP","TOT","NATUSD","A","2004",0.607829,
"SVN","PPP","TOT","NATUSD","A","2005",0.610135,
"SVN","PPP","TOT","NATUSD","A","2006",0.609683,
"SVN","PPP","TOT","NATUSD","A","2007",0.630365,
"SVN","PPP","TOT","NATUSD","A","2008",0.633789,
"SVN","PPP","TOT","NATUSD","A","2009",0.645474,
"SVN","PPP","TOT","NATUSD","A","2010",0.6379,
"SVN","PPP","TOT","NATUSD","A","2011",0.62397,
"SVN","PPP","TOT","NATUSD","A","2012",0.606793,
"SVN","PPP","TOT","NATUSD","A","2013",0.590407,
"SVN","PPP","TOT","NATUSD","A","2014",0.591238,
"SVN","PPP","TOT","NATUSD","A","2015",0.595298,
"SVN","PPP","TOT","NATUSD","A","2016",0.577106,
"SVN","PPP","TOT","NATUSD","A","2017",0.570149,
"SVN","PPP","TOT","NATUSD","A","2018",0.567612,
"SVN","PPP","TOT","NATUSD","A","2019",0.569799,
"SVN","PPP","TOT","NATUSD","A","2020",0.561764,
"SVN","PPP","TOT","NATUSD","A","2021",0.565944,
"ZAF","PPP","TOT","NATUSD","A","2000",2.755759,
"ZAF","PPP","TOT","NATUSD","A","2001",2.90696,
"ZAF","PPP","TOT","NATUSD","A","2002",3.220492,
"ZAF","PPP","TOT","NATUSD","A","2003",3.363995,
"ZAF","PPP","TOT","NATUSD","A","2004",3.473733,
"ZAF","PPP","TOT","NATUSD","A","2005",3.557349,
"ZAF","PPP","TOT","NATUSD","A","2006",3.662261,
"ZAF","PPP","TOT","NATUSD","A","2007",3.860538,
"ZAF","PPP","TOT","NATUSD","A","2008",4.084161,
"ZAF","PPP","TOT","NATUSD","A","2009",4.404397,
"ZAF","PPP","TOT","NATUSD","A","2010",4.620477,
"ZAF","PPP","TOT","NATUSD","A","2011",4.776628,
"ZAF","PPP","TOT","NATUSD","A","2012",5.107817,
"ZAF","PPP","TOT","NATUSD","A","2013",5.295738,
"ZAF","PPP","TOT","NATUSD","A","2014",5.571891,
"ZAF","PPP","TOT","NATUSD","A","2015",5.825256,
"ZAF","PPP","TOT","NATUSD","A","2016",6.159093,
"ZAF","PPP","TOT","NATUSD","A","2017",6.426701,
"ZAF","PPP","TOT","NATUSD","A","2018",6.524324,
"ZAF","PPP","TOT","NATUSD","A","2019",6.698308,
"ZAF","PPP","TOT","NATUSD","A","2020",6.970147,
"ZAF","PPP","TOT","NATUSD","A","2021",7.04,
"LVA","PPP","TOT","NATUSD","A","2000",0.360855,
"LVA","PPP","TOT","NATUSD","A","2001",0.353427,
"LVA","PPP","TOT","NATUSD","A","2002",0.360954,
"LVA","PPP","TOT","NATUSD","A","2003",0.378228,
"LVA","PPP","TOT","NATUSD","A","2004",0.399336,
"LVA","PPP","TOT","NATUSD","A","2005",0.438594,
"LVA","PPP","TOT","NATUSD","A","2006",0.488891,
"LVA","PPP","TOT","NATUSD","A","2007",0.565807,
"LVA","PPP","TOT","NATUSD","A","2008",0.575542,
"LVA","PPP","TOT","NATUSD","A","2009",0.52113,
"LVA","PPP","TOT","NATUSD","A","2010",0.487006,
"LVA","PPP","TOT","NATUSD","A","2011",0.498506,
"LVA","PPP","TOT","NATUSD","A","2012",0.506203,
"LVA","PPP","TOT","NATUSD","A","2013",0.499271,
"LVA","PPP","TOT","NATUSD","A","2014",0.497558,
"LVA","PPP","TOT","NATUSD","A","2015",0.497569,
"LVA","PPP","TOT","NATUSD","A","2016",0.484535,
"LVA","PPP","TOT","NATUSD","A","2017",0.484537,
"LVA","PPP","TOT","NATUSD","A","2018",0.489931,
"LVA","PPP","TOT","NATUSD","A","2019",0.502258,
"LVA","PPP","TOT","NATUSD","A","2020",0.493237,
"LVA","PPP","TOT","NATUSD","A","2021",0.50634,
"LTU","PPP","TOT","NATUSD","A","2000",0.451723,
"LTU","PPP","TOT","NATUSD","A","2001",0.432875,
"LTU","PPP","TOT","NATUSD","A","2002",0.42073,
"LTU","PPP","TOT","NATUSD","A","2003",0.403992,
"LTU","PPP","TOT","NATUSD","A","2004",0.414041,
"LTU","PPP","TOT","NATUSD","A","2005",0.435163,
"LTU","PPP","TOT","NATUSD","A","2006",0.446252,
"LTU","PPP","TOT","NATUSD","A","2007",0.470195,
